label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9281811894882435	0.9553333333333333	0.3775	0.715	0.86	0.7	0.606	0.0010000000000000009
checkpoint-16	checkpoint-16	16	1.032258064516129	0.8455394190871368	0.9583333333333333	0.39	0.705	0.855	0.7	0.608	0.0030000000000000027
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.2952627939142462	0.9271666666666666	0.395	0.71	0.855	0.715	0.614	0.009000000000000008
checkpoint-32	checkpoint-32	32	2.064516129032258	0.11652835408022132	0.9015	0.3875	0.695	0.85	0.71	0.606	0.0010000000000000009
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.08091286307053942	0.9101666666666667	0.3875	0.69	0.85	0.705	0.604	-0.0010000000000000009
checkpoint-48	checkpoint-48	48	3.096774193548387	0.07572614107883817	0.9275	0.385	0.69	0.85	0.7	0.602	-0.0030000000000000027
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.076417704011065	0.9218333333333333	0.3825	0.695	0.845	0.67	0.595	-0.010000000000000009
checkpoint-64	checkpoint-64	64	4.129032258064516	0.060857538035961264	0.9213333333333333	0.375	0.69	0.845	0.68	0.593	-0.01200000000000001
checkpoint-72	checkpoint-72	72	4.645161290322581	0.057745504840940515	0.923	0.375	0.695	0.845	0.68	0.594	-0.01100000000000001
checkpoint-75	checkpoint-75	75	4.838709677419355	0.05878284923928077	0.9263333333333332	0.3775	0.69	0.845	0.675	0.593	-0.01200000000000001
final	final	75	4.838709677419355	0.05878284923928077	0.9263333333333332	0.3775	0.69	0.845	0.675	0.593	-0.01200000000000001
