label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9617219917012448	0.9635	0.38	0.71	0.86	0.7	0.606	0.0010000000000000009
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9484094052558782	0.9655	0.3775	0.71	0.855	0.695	0.603	-0.0020000000000000018
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9216113416320886	0.9521666666666666	0.375	0.705	0.855	0.695	0.601	-0.0040000000000000036
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9068118948824343	0.9445	0.3725	0.71	0.855	0.695	0.601	-0.0040000000000000036
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.8652489626556016	0.9455	0.3775	0.71	0.86	0.685	0.602	-0.0030000000000000027
checkpoint-48	checkpoint-48	48	3.096774193548387	0.8393153526970955	0.948	0.3725	0.71	0.86	0.69	0.601	-0.0040000000000000036
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.8234094052558782	0.95	0.38	0.71	0.855	0.705	0.606	0.0010000000000000009
checkpoint-64	checkpoint-64	64	4.129032258064516	0.7978215767634854	0.9546666666666668	0.375	0.71	0.855	0.695	0.602	-0.0030000000000000027
checkpoint-72	checkpoint-72	72	4.645161290322581	0.7717842323651453	0.9555	0.3775	0.71	0.86	0.7	0.605	0.0
checkpoint-75	checkpoint-75	75	4.838709677419355	0.7598547717842323	0.9545	0.3775	0.71	0.86	0.685	0.602	-0.0030000000000000027
final	final	75	4.838709677419355	0.7598547717842323	0.9545	0.3775	0.71	0.86	0.685	0.602	-0.0030000000000000027
