label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9459889349930845	0.9555	0.3725	0.715	0.86	0.705	0.605	0.0
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9340248962655602	0.9498333333333333	0.375	0.71	0.855	0.695	0.602	-0.0030000000000000027
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.8811203319502076	0.9336666666666666	0.37	0.71	0.86	0.695	0.601	-0.0040000000000000036
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9013485477178423	0.951	0.38	0.715	0.855	0.715	0.609	0.0040000000000000036
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.8996196403872753	0.9585	0.38	0.71	0.86	0.69	0.604	-0.0010000000000000009
checkpoint-48	checkpoint-48	48	3.096774193548387	0.8364107883817427	0.9618333333333333	0.375	0.705	0.86	0.705	0.604	-0.0010000000000000009
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.6769017980636237	0.9661666666666667	0.3675	0.705	0.86	0.69	0.598	-0.007000000000000006
checkpoint-64	checkpoint-64	64	4.129032258064516	0.5713692946058091	0.9645	0.3725	0.705	0.87	0.7	0.604	-0.0010000000000000009
checkpoint-72	checkpoint-72	72	4.645161290322581	0.5542531120331949	0.9656666666666668	0.3675	0.71	0.865	0.695	0.601	-0.0040000000000000036
checkpoint-75	checkpoint-75	75	4.838709677419355	0.5542531120331949	0.9646666666666667	0.3775	0.705	0.865	0.69	0.603	-0.0020000000000000018
final	final	75	4.838709677419355	0.5542531120331949	0.9646666666666667	0.3775	0.705	0.865	0.69	0.603	-0.0020000000000000018
