label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9583333333333334	0.9638333333333332	0.3825	0.71	0.855	0.69	0.604	-0.0010000000000000009
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9657676348547718	0.962	0.38	0.715	0.855	0.71	0.608	0.0030000000000000027
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9557399723374826	0.9573333333333333	0.3725	0.71	0.85	0.705	0.602	-0.0030000000000000027
checkpoint-32	checkpoint-32	32	2.064516129032258	0.931984785615491	0.9513333333333333	0.37	0.715	0.85	0.695	0.6	-0.0050000000000000044
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.8465594744121714	0.9423333333333332	0.3675	0.715	0.85	0.71	0.602	-0.0030000000000000027
checkpoint-48	checkpoint-48	48	3.096774193548387	0.7162171507607191	0.9405	0.37	0.72	0.855	0.7	0.603	-0.0020000000000000018
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.6999308437067774	0.9378333333333333	0.3775	0.715	0.855	0.695	0.604	-0.0010000000000000009
checkpoint-64	checkpoint-64	64	4.129032258064516	0.6596818810511758	0.916	0.365	0.725	0.86	0.7	0.603	-0.0020000000000000018
checkpoint-72	checkpoint-72	72	4.645161290322581	0.4755532503457815	0.6479	0.37	0.72	0.85	0.695	0.601	-0.0040000000000000036
checkpoint-75	checkpoint-75	75	4.838709677419355	0.16827455048409404	0.07783333333333332	0.3775	0.725	0.855	0.71	0.609	0.0040000000000000036
final	final	75	4.838709677419355	0.16827455048409404	0.07783333333333332	0.3775	0.725	0.855	0.71	0.609	0.0040000000000000036
