label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.4684249581609777	0.755842004251547	0.395	0.72	0.86	0.67	0.608	0.0050000000000000044
checkpoint-90	checkpoint-90	90	1.0	0.311763719665769	0.759967683079015	0.3775	0.73	0.855	0.685	0.605	0.0020000000000000018
checkpoint-135	checkpoint-135	135	1.5	0.39255810474115443	0.8559688047759618	0.3925	0.71	0.85	0.69	0.607	0.0040000000000000036
checkpoint-180	checkpoint-180	180	2.0	0.34469757115641103	0.8920740348672755	0.3875	0.69	0.85	0.675	0.598	-0.0050000000000000044
checkpoint-225	checkpoint-225	225	2.5	0.27643643551076685	0.9043845154183126	0.3925	0.71	0.85	0.665	0.602	-0.0010000000000000009
checkpoint-270	checkpoint-270	270	3.0	0.23459951823098746	0.9219251590026938	0.3775	0.69	0.855	0.65	0.59	-0.013000000000000012
checkpoint-315	checkpoint-315	315	3.5	0.1983774879745703	0.9266608143347705	0.37	0.72	0.865	0.63	0.591	-0.01200000000000001
checkpoint-360	checkpoint-360	360	4.0	0.21698938724815767	0.9504010568622895	0.365	0.69	0.84	0.64	0.58	-0.02300000000000002
checkpoint-405	checkpoint-405	405	4.5	0.18237983216274287	0.9535995427148508	0.39	0.71	0.835	0.665	0.598	-0.0050000000000000044
checkpoint-450	checkpoint-450	450	5.0	0.15746008940694595	0.9411213813798307	0.3775	0.73	0.855	0.65	0.598	-0.0050000000000000044
final	final	450	5.0	0.15746008940694595	0.9411213813798307	0.3775	0.73	0.855	0.65	0.598	-0.0050000000000000044
