label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9181708160442599	0.9388333333333333
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.8191044260027662	0.9335
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.5941735822959889	0.9483333333333334
checkpoint-64	checkpoint-64	64	2.098360655737705	0.5349066390041494	0.9541666666666667
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.38336791147994465	0.961
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.3984958506224066	0.975
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.4269363762102351	0.9788333333333333
checkpoint-128	checkpoint-128	128	4.19672131147541	0.4188969571230982	0.9828333333333333
checkpoint-144	checkpoint-144	144	4.721311475409836	0.3744467496542185	0.9858333333333333
checkpoint-150	checkpoint-150	150	4.918032786885246	0.37558782849239275	0.9858333333333333
final	final	150	4.918032786885246	0.37558782849239275	0.9858333333333333
