label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9056016597510373	0.9561666666666666	0.38	0.71	0.855	0.705	0.606	0.0010000000000000009
checkpoint-16	checkpoint-16	16	1.032258064516129	0.8817427385892116	0.9405	0.3775	0.71	0.855	0.7	0.604	-0.0010000000000000009
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.8495850622406639	0.9326666666666666	0.3775	0.71	0.855	0.705	0.605	0.0
checkpoint-32	checkpoint-32	32	2.064516129032258	0.8091286307053942	0.9371666666666666	0.38	0.71	0.86	0.695	0.605	0.0
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.7551867219917012	0.9475	0.37	0.715	0.86	0.705	0.604	-0.0010000000000000009
checkpoint-48	checkpoint-48	48	3.096774193548387	0.6877593360995851	0.957	0.37	0.715	0.86	0.71	0.605	0.0
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.6109958506224067	0.973	0.3725	0.71	0.855	0.705	0.603	-0.0020000000000000018
checkpoint-64	checkpoint-64	64	4.129032258064516	0.5399377593360996	0.9751666666666667	0.375	0.715	0.86	0.715	0.608	0.0030000000000000027
checkpoint-72	checkpoint-72	72	4.645161290322581	0.4662863070539419	0.9735	0.37	0.71	0.86	0.695	0.601	-0.0040000000000000036
checkpoint-75	checkpoint-75	75	4.838709677419355	0.4341286307053942	0.9755	0.3675	0.72	0.855	0.7	0.602	-0.0030000000000000027
final	final	75	4.838709677419355	0.4341286307053942	0.9755	0.3675	0.72	0.855	0.7	0.602	-0.0030000000000000027
