label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9606846473029046	0.9635
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9596473029045643	0.9635
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9554979253112034	0.9655
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9416666666666667	0.9608333333333332
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9247233748271093	0.9595
checkpoint-48	checkpoint-48	48	3.096774193548387	0.9174619640387276	0.9505
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.9088865836791149	0.9465
checkpoint-64	checkpoint-64	64	4.129032258064516	0.8998271092669433	0.9445
checkpoint-72	checkpoint-72	72	4.645161290322581	0.8873789764868603	0.9465
checkpoint-75	checkpoint-75	75	4.838709677419355	0.880463347164592	0.9461666666666667
final	final	75	4.838709677419355	0.880463347164592	0.9461666666666667
