label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.7026920196857676	0.7863059019619656	0.395	0.725	0.855	0.66	0.606	0.0030000000000000027
checkpoint-90	checkpoint-90	90	1.0	0.6508942574156189	0.7323052306650716	0.3875	0.725	0.855	0.64	0.599	-0.0040000000000000036
checkpoint-135	checkpoint-135	135	1.5	0.6212071967629452	0.7356963557758786	0.395	0.725	0.85	0.64	0.601	-0.0020000000000000018
checkpoint-180	checkpoint-180	180	2.0	0.6080485422878615	0.7404269190054478	0.385	0.72	0.855	0.63	0.595	-0.008000000000000007
checkpoint-225	checkpoint-225	225	2.5	0.5955599136304242	0.7432463659600836	0.3975	0.725	0.86	0.63	0.602	-0.0010000000000000009
checkpoint-270	checkpoint-270	270	3.0	0.5738833153647326	0.747432934858382	0.3975	0.725	0.86	0.635	0.603	0.0
checkpoint-315	checkpoint-315	315	3.5	0.559399194645808	0.7545041439673645	0.3925	0.73	0.855	0.63	0.6	-0.0030000000000000027
checkpoint-360	checkpoint-360	360	4.0	0.5218332408589442	0.7433920287797028	0.4	0.715	0.855	0.64	0.602	-0.0010000000000000009
checkpoint-405	checkpoint-405	405	4.5	0.5203140294925637	0.7508899704227736	0.4025	0.715	0.86	0.65	0.606	0.0030000000000000027
checkpoint-450	checkpoint-450	450	5.0	0.5051905573875007	0.7492082139199435	0.395	0.725	0.86	0.645	0.604	0.0010000000000000009
final	final	450	5.0	0.5051905573875007	0.7492082139199435	0.395	0.725	0.86	0.645	0.604	0.0010000000000000009
