label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.8469917012448133	0.9528333333333334	0.375	0.705	0.85	0.715	0.604	-0.0010000000000000009
checkpoint-16	checkpoint-16	16	1.032258064516129	0.09076763485477178	0.8246666666666668	0.3325	0.71	0.805	0.63	0.562	-0.04299999999999993
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.10632780082987552	0.914	0.3325	0.67	0.795	0.595	0.545	-0.05999999999999994
checkpoint-32	checkpoint-32	32	2.064516129032258	0.0912863070539419	0.9043333333333333	0.3425	0.66	0.79	0.58	0.543	-0.061999999999999944
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.09336099585062241	0.9413333333333332	0.3225	0.66	0.805	0.6	0.542	-0.06299999999999994
checkpoint-48	checkpoint-48	48	3.096774193548387	0.056016597510373446	0.935	0.3025	0.655	0.77	0.57	0.52	-0.08499999999999996
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.05394190871369295	0.9588	0.3025	0.645	0.76	0.59	0.52	-0.08499999999999996
checkpoint-64	checkpoint-64	64	4.129032258064516	0.04771784232365145	0.976	0.31	0.635	0.77	0.57	0.519	-0.08599999999999997
checkpoint-72	checkpoint-72	72	4.645161290322581	0.03941908713692946	0.981	0.31	0.645	0.775	0.555	0.519	-0.08599999999999997
checkpoint-75	checkpoint-75	75	4.838709677419355	0.03941908713692946	0.983	0.305	0.64	0.775	0.575	0.52	-0.08499999999999996
final	final	75	4.838709677419355	0.03941908713692946	0.983	0.305	0.64	0.775	0.575	0.52	-0.08499999999999996
