label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9624135546334717	0.9595
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9433955739972338	0.9535
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9389004149377593	0.9471666666666666
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9319502074688798	0.9438333333333333
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9044605809128631	0.9366666666666666
checkpoint-48	checkpoint-48	48	3.096774193548387	0.8932226832641771	0.9386666666666666
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.9051521438450898	0.9476666666666667
checkpoint-64	checkpoint-64	64	4.129032258064516	0.9106846473029047	0.9506666666666668
checkpoint-72	checkpoint-72	72	4.645161290322581	0.9075726141078839	0.958
checkpoint-75	checkpoint-75	75	4.838709677419355	0.906881051175657	0.962
final	final	75	4.838709677419355	0.906881051175657	0.962
