label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.7276625172890734	0.9296666666666668	0.38	0.705	0.855	0.695	0.603	-0.0020000000000000018
checkpoint-16	checkpoint-16	16	1.032258064516129	0.45802213001383124	0.9135	0.37	0.695	0.865	0.695	0.599	-0.006000000000000005
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.4265560165975104	0.9246666666666667	0.3625	0.69	0.865	0.67	0.59	-0.015000000000000013
checkpoint-32	checkpoint-32	32	2.064516129032258	0.48661825726141084	0.9398333333333334	0.37	0.7	0.86	0.68	0.596	-0.009000000000000008
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.43336791147994463	0.9433333333333334	0.3775	0.705	0.86	0.685	0.601	-0.0040000000000000036
checkpoint-48	checkpoint-48	48	3.096774193548387	0.4031120331950207	0.9531666666666666	0.3725	0.7	0.855	0.7	0.6	-0.0050000000000000044
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.37486168741355463	0.9621666666666666	0.3625	0.7	0.85	0.7	0.595	-0.010000000000000009
checkpoint-64	checkpoint-64	64	4.129032258064516	0.37174965421853384	0.9621666666666667	0.3575	0.705	0.835	0.675	0.586	-0.019000000000000017
checkpoint-72	checkpoint-72	72	4.645161290322581	0.37704011065006915	0.9716666666666668	0.3725	0.705	0.845	0.68	0.595	-0.010000000000000009
checkpoint-75	checkpoint-75	75	4.838709677419355	0.36588865836791146	0.9746666666666668	0.3725	0.71	0.84	0.675	0.594	-0.01100000000000001
final	final	75	4.838709677419355	0.36588865836791146	0.9746666666666668	0.3725	0.71	0.84	0.675	0.594	-0.01100000000000001
