label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9552213001383126	0.9648333333333332
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9671507607192255	0.9625
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9647302904564315	0.967
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9505532503457814	0.961
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9381051175656984	0.9656666666666668
checkpoint-48	checkpoint-48	48	3.096774193548387	0.9154564315352697	0.9626666666666668
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.8934993084370677	0.9601666666666667
checkpoint-64	checkpoint-64	64	4.129032258064516	0.8630013831258644	0.9511666666666667
checkpoint-72	checkpoint-72	72	4.645161290322581	0.8339557399723375	0.9471666666666667
checkpoint-75	checkpoint-75	75	4.838709677419355	0.8187413554633471	0.9481666666666667
final	final	75	4.838709677419355	0.8187413554633471	0.9481666666666667
