label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9236341632088519	0.9521666666666666
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.9155774550484093	0.9401666666666666
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.865698478561549	0.9346666666666666
checkpoint-64	checkpoint-64	64	2.098360655737705	0.7454529737206086	0.941
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.6009163208852005	0.9513333333333334
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.5876901798063624	0.9623333333333334
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.5783540802213001	0.9693333333333334
checkpoint-128	checkpoint-128	128	4.19672131147541	0.5329183955739972	0.9693333333333334
checkpoint-144	checkpoint-144	144	4.721311475409836	0.48061894882434303	0.9695
checkpoint-150	checkpoint-150	150	4.918032786885246	0.46466113416320887	0.9695
final	final	150	4.918032786885246	0.46466113416320887	0.9695
