label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9236341632088519	0.9521666666666666	0.3825	0.715	0.855	0.71	0.609	0.0040000000000000036
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.9155774550484093	0.9401666666666666	0.38	0.715	0.855	0.695	0.605	0.0
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.865698478561549	0.9346666666666666	0.3825	0.71	0.86	0.7	0.607	0.0020000000000000018
checkpoint-64	checkpoint-64	64	2.098360655737705	0.7454529737206086	0.941	0.3775	0.715	0.86	0.71	0.608	0.0030000000000000027
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.6009163208852005	0.9513333333333334	0.3725	0.71	0.865	0.715	0.607	0.0020000000000000018
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.5876901798063624	0.9623333333333334	0.3725	0.705	0.865	0.705	0.604	-0.0010000000000000009
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.5783540802213001	0.9693333333333334	0.375	0.705	0.865	0.71	0.606	0.0010000000000000009
checkpoint-128	checkpoint-128	128	4.19672131147541	0.5329183955739972	0.9693333333333334	0.3725	0.71	0.87	0.685	0.602	-0.0030000000000000027
checkpoint-144	checkpoint-144	144	4.721311475409836	0.48061894882434303	0.9695	0.3775	0.705	0.865	0.69	0.603	-0.0020000000000000018
checkpoint-150	checkpoint-150	150	4.918032786885246	0.46466113416320887	0.9695	0.3725	0.715	0.865	0.69	0.603	-0.0020000000000000018
final	final	150	4.918032786885246	0.46466113416320887	0.9695	0.3725	0.715	0.865	0.69	0.603	-0.0020000000000000018
