label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9284232365145229	0.9575	0.375	0.715	0.85	0.685	0.6	-0.0050000000000000044
checkpoint-16	checkpoint-16	16	1.032258064516129	0.0	0.005	0.36	0.705	0.845	0.685	0.591	-0.014000000000000012
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.0	0.0	0.365	0.71	0.855	0.66	0.591	-0.014000000000000012
checkpoint-32	checkpoint-32	32	2.064516129032258	0.0	0.0	0.365	0.71	0.855	0.67	0.593	-0.01200000000000001
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.0	0.0	0.365	0.715	0.85	0.655	0.59	-0.015000000000000013
checkpoint-48	checkpoint-48	48	3.096774193548387	0.0	0.0	0.3575	0.705	0.845	0.645	0.582	-0.02300000000000002
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.0	0.0	0.3475	0.715	0.85	0.645	0.581	-0.02400000000000002
checkpoint-64	checkpoint-64	64	4.129032258064516	0.0	0.0	0.3475	0.715	0.845	0.655	0.582	-0.02300000000000002
checkpoint-72	checkpoint-72	72	4.645161290322581	0.0	0.0	0.3575	0.715	0.845	0.645	0.584	-0.02100000000000002
checkpoint-75	checkpoint-75	75	4.838709677419355	0.0	0.0	0.3475	0.715	0.85	0.65	0.582	-0.02300000000000002
final	final	75	4.838709677419355	0.0	0.0	0.3475	0.715	0.85	0.65	0.582	-0.02300000000000002
