label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.40975103734439833	0.8965
checkpoint-16	checkpoint-16	16	1.032258064516129	0.18724066390041494	0.9485
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.12655601659751037	0.9618333333333333
checkpoint-32	checkpoint-32	32	2.064516129032258	0.11099585062240663	0.9685
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.11099585062240663	0.976
checkpoint-48	checkpoint-48	48	3.096774193548387	0.09439834024896265	0.988
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.0845435684647303	0.98
checkpoint-64	checkpoint-64	64	4.129032258064516	0.09491701244813278	0.991
checkpoint-72	checkpoint-72	72	4.645161290322581	0.07365145228215768	0.99
checkpoint-75	checkpoint-75	75	4.838709677419355	0.0679460580912863	0.992
final	final	75	4.838709677419355	0.0679460580912863	0.992
