label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.7696403872752421	0.921
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.6642634854771784	0.9213333333333332
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.6558437067773167	0.9598333333333332
checkpoint-64	checkpoint-64	64	2.098360655737705	0.5720262793914247	0.9685
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.5968015214384509	0.9863333333333334
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.4255186721991701	0.9608333333333333
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.49502074688796677	0.996
checkpoint-128	checkpoint-128	128	4.19672131147541	0.31798063623789763	0.9755
checkpoint-144	checkpoint-144	144	4.721311475409836	0.5607538035961271	0.997
checkpoint-150	checkpoint-150	150	4.918032786885246	0.4765387275242047	0.9896666666666667
final	final	150	4.918032786885246	0.4765387275242047	0.9896666666666667
