label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9579183955739973	0.9575
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9413208852005533	0.9555
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9382088520055325	0.9478333333333333
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9295297372060857	0.9438333333333333
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9048063623789765	0.9383333333333332
checkpoint-48	checkpoint-48	48	3.096774193548387	0.8901106500691564	0.9386666666666666
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.9032503457814661	0.9453333333333332
checkpoint-64	checkpoint-64	64	4.129032258064516	0.9054979253112033	0.9536666666666668
checkpoint-72	checkpoint-72	72	4.645161290322581	0.8978907330567081	0.954
checkpoint-75	checkpoint-75	75	4.838709677419355	0.8889004149377593	0.961
final	final	75	4.838709677419355	0.8889004149377593	0.961
