label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9402662517289073	0.9655
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.9439834024896265	0.963
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.9422544951590596	0.9623333333333333
checkpoint-64	checkpoint-64	64	2.098360655737705	0.9406120331950207	0.962
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.9354253112033195	0.973
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.9305843706777317	0.9633333333333333
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.9225449515905947	0.959
checkpoint-128	checkpoint-128	128	4.19672131147541	0.9171853388658369	0.9591666666666667
checkpoint-144	checkpoint-144	144	4.721311475409836	0.8996023513139696	0.9566666666666668
checkpoint-150	checkpoint-150	150	4.918032786885246	0.9022821576763485	0.957
final	final	150	4.918032786885246	0.9022821576763485	0.957
