label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.8784232365145228	0.9598333333333333
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.8231327800829875	0.955
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.8831431535269708	0.9898333333333332
checkpoint-64	checkpoint-64	64	2.098360655737705	0.8137275242047027	0.983
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.8133644536652834	0.994
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.8302040110650069	0.997
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.8051694329183956	0.997
checkpoint-128	checkpoint-128	128	4.19672131147541	0.7688450899031811	0.998
checkpoint-144	checkpoint-144	144	4.721311475409836	0.7045643153526971	0.998
checkpoint-150	checkpoint-150	150	4.918032786885246	0.7918568464730291	0.998
final	final	150	4.918032786885246	0.7918568464730291	0.998
