label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.20643153526970953	0.93	0.3675	0.705	0.86	0.695	0.599	-0.006000000000000005
checkpoint-16	checkpoint-16	16	1.032258064516129	0.17634854771784234	0.9668333333333333	0.37	0.685	0.86	0.68	0.593	-0.01200000000000001
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.12966804979253113	0.97	0.3725	0.695	0.85	0.685	0.595	-0.010000000000000009
checkpoint-32	checkpoint-32	32	2.064516129032258	0.10632780082987552	0.981	0.3775	0.685	0.845	0.69	0.595	-0.010000000000000009
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.10995850622406639	0.981	0.3625	0.69	0.85	0.705	0.594	-0.01100000000000001
checkpoint-48	checkpoint-48	48	3.096774193548387	0.07365145228215768	0.989	0.3575	0.69	0.855	0.705	0.593	-0.01200000000000001
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.0679460580912863	0.9833333333333333	0.35	0.71	0.855	0.7	0.593	-0.01200000000000001
checkpoint-64	checkpoint-64	64	4.129032258064516	0.05549792531120332	0.988	0.3475	0.7	0.855	0.665	0.583	-0.02200000000000002
checkpoint-72	checkpoint-72	72	4.645161290322581	0.026452282157676348	0.985	0.365	0.705	0.865	0.66	0.592	-0.013000000000000012
checkpoint-75	checkpoint-75	75	4.838709677419355	0.03890041493775934	0.989	0.3675	0.7	0.86	0.685	0.596	-0.009000000000000008
final	final	75	4.838709677419355	0.03890041493775934	0.989	0.3675	0.7	0.86	0.685	0.596	-0.009000000000000008
