label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.5459975505564252	0.7571655205850036
checkpoint-90	checkpoint-90	90	1.0	0.35513477202431704	0.7865374850464314
checkpoint-135	checkpoint-135	135	1.5	0.20758353895727982	0.8178775112671733
checkpoint-180	checkpoint-180	180	2.0	0.056363816801468763	0.7771580473866756
checkpoint-225	checkpoint-225	225	2.5	0.04529267768239634	0.8216895596120247
checkpoint-270	checkpoint-270	270	3.0	0.0596991349509585	0.8952703691272279
checkpoint-315	checkpoint-315	315	3.5	0.060254883474751476	0.9184821805100134
checkpoint-360	checkpoint-360	360	4.0	0.03172232421971915	0.9111811813104059
checkpoint-405	checkpoint-405	405	4.5	0.027999966919730723	0.9164370200155488
checkpoint-450	checkpoint-450	450	5.0	0.03121950412676359	0.9235288126938226
final	final	450	5.0	0.03121950412676359	0.9235288126938226
