label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9468360995850622	0.963	0.375	0.705	0.85	0.69	0.599	-0.006000000000000005
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.946792876901798	0.959	0.365	0.72	0.85	0.705	0.601	-0.0040000000000000036
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.8871196403872752	0.9455	0.37	0.715	0.855	0.695	0.601	-0.0040000000000000036
checkpoint-64	checkpoint-64	64	2.098360655737705	0.8048928077455048	0.9255	0.38	0.72	0.855	0.7	0.607	0.0020000000000000018
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.015560165975103735	0.004666666666666666	0.37	0.72	0.855	0.685	0.6	-0.0050000000000000044
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.0	0.0	0.3775	0.72	0.855	0.69	0.604	-0.0010000000000000009
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.0	0.0	0.3775	0.715	0.85	0.675	0.599	-0.006000000000000005
checkpoint-128	checkpoint-128	128	4.19672131147541	0.0	0.0	0.365	0.715	0.85	0.675	0.594	-0.01100000000000001
checkpoint-144	checkpoint-144	144	4.721311475409836	0.0	0.0	0.37	0.72	0.855	0.69	0.601	-0.0040000000000000036
checkpoint-150	checkpoint-150	150	4.918032786885246	0.0	0.0	0.365	0.715	0.855	0.685	0.597	-0.008000000000000007
final	final	150	4.918032786885246	0.0	0.0	0.365	0.715	0.855	0.685	0.597	-0.008000000000000007
