label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9610995850622407	0.9655
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9614453665283541	0.9688333333333332
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9562586445366529	0.9668333333333332
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9559128630705395	0.9688333333333332
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9536652835408023	0.9668333333333332
checkpoint-48	checkpoint-48	48	3.096774193548387	0.952627939142462	0.9668333333333332
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.9491701244813278	0.9675
checkpoint-64	checkpoint-64	64	4.129032258064516	0.9412171507607191	0.9655
checkpoint-72	checkpoint-72	72	4.645161290322581	0.935615491009682	0.9715
checkpoint-75	checkpoint-75	75	4.838709677419355	0.9328492392807746	0.9715
final	final	75	4.838709677419355	0.9328492392807746	0.9715
