label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.7040746997589651	0.771128209100376	0.39	0.725	0.855	0.65	0.602	-0.0010000000000000009
checkpoint-90	checkpoint-90	90	1.0	0.7252459593202907	0.8000881435772091	0.4025	0.725	0.855	0.65	0.607	0.0040000000000000036
checkpoint-135	checkpoint-135	135	1.5	0.7160058131055004	0.8033774983576176	0.3925	0.725	0.855	0.64	0.601	-0.0020000000000000018
checkpoint-180	checkpoint-180	180	2.0	0.7152594395300196	0.8288855610923206	0.4025	0.715	0.86	0.65	0.606	0.0030000000000000027
checkpoint-225	checkpoint-225	225	2.5	0.6969849965942359	0.8355807435330298	0.4	0.705	0.865	0.65	0.604	0.0010000000000000009
checkpoint-270	checkpoint-270	270	3.0	0.6721260012420137	0.8426630692038246	0.39	0.71	0.86	0.645	0.599	-0.0040000000000000036
checkpoint-315	checkpoint-315	315	3.5	0.6860302774682768	0.8584541811181972	0.3925	0.7	0.855	0.655	0.599	-0.0040000000000000036
checkpoint-360	checkpoint-360	360	4.0	0.6756015722149796	0.8670142205927495	0.4075	0.685	0.86	0.635	0.599	-0.0040000000000000036
checkpoint-405	checkpoint-405	405	4.5	0.6876989515058289	0.8789730591917471	0.4075	0.685	0.865	0.645	0.602	-0.0010000000000000009
checkpoint-450	checkpoint-450	450	5.0	0.6533621206858442	0.8715621136098274	0.405	0.69	0.865	0.64	0.601	-0.0020000000000000018
final	final	450	5.0	0.6533621206858442	0.8715621136098274	0.405	0.69	0.865	0.64	0.601	-0.0020000000000000018
