label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.07313278008298756	0.7026666666666668
checkpoint-16	checkpoint-16	16	1.032258064516129	0.11566390041493776	0.9321666666666667
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.10010373443983403	0.9438333333333334
checkpoint-32	checkpoint-32	32	2.064516129032258	0.06639004149377593	0.9385
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.05394190871369295	0.951
checkpoint-48	checkpoint-48	48	3.096774193548387	0.038381742738589214	0.949
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.029045643153526972	0.961
checkpoint-64	checkpoint-64	64	4.129032258064516	0.019190871369294607	0.9746666666666667
checkpoint-72	checkpoint-72	72	4.645161290322581	0.007780082987551867	0.9686666666666667
checkpoint-75	checkpoint-75	75	4.838709677419355	0.009854771784232365	0.9746666666666667
final	final	75	4.838709677419355	0.009854771784232365	0.9746666666666667
