label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9373271092669432	0.9621666666666667	0.3725	0.715	0.855	0.705	0.604	-0.0010000000000000009
checkpoint-16	checkpoint-16	16	1.032258064516129	0.6629322268326417	0.926	0.365	0.73	0.85	0.685	0.599	-0.006000000000000005
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.043551175656984784	0.0358	0.35	0.74	0.85	0.68	0.594	-0.01100000000000001
checkpoint-32	checkpoint-32	32	2.064516129032258	0.0	0.0	0.34	0.745	0.85	0.68	0.591	-0.014000000000000012
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.0	0.0	0.35	0.745	0.85	0.66	0.591	-0.014000000000000012
checkpoint-48	checkpoint-48	48	3.096774193548387	0.0	0.0	0.34	0.75	0.855	0.645	0.586	-0.019000000000000017
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.0	0.0	0.345	0.745	0.85	0.65	0.587	-0.018000000000000016
checkpoint-64	checkpoint-64	64	4.129032258064516	0.0	0.0	0.345	0.74	0.85	0.645	0.585	-0.020000000000000018
checkpoint-72	checkpoint-72	72	4.645161290322581	0.0	0.0	0.335	0.735	0.85	0.635	0.578	-0.027000000000000024
checkpoint-75	checkpoint-75	75	4.838709677419355	0.0	0.0	0.3375	0.74	0.85	0.635	0.58	-0.025000000000000022
final	final	75	4.838709677419355	0.0	0.0	0.3375	0.74	0.85	0.635	0.58	-0.025000000000000022
