label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9583333333333334	0.9638333333333332
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9657676348547718	0.962
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9557399723374826	0.9573333333333333
checkpoint-32	checkpoint-32	32	2.064516129032258	0.931984785615491	0.9513333333333333
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.8465594744121714	0.9423333333333332
checkpoint-48	checkpoint-48	48	3.096774193548387	0.7162171507607191	0.9405
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.6999308437067774	0.9378333333333333
checkpoint-64	checkpoint-64	64	4.129032258064516	0.6596818810511758	0.916
checkpoint-72	checkpoint-72	72	4.645161290322581	0.4755532503457815	0.6479
checkpoint-75	checkpoint-75	75	4.838709677419355	0.16827455048409404	0.07783333333333332
final	final	75	4.838709677419355	0.16827455048409404	0.07783333333333332
