label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.7391042238992916	0.8594816383086762
checkpoint-90	checkpoint-90	90	1.0	0.6847287944196593	0.8772344289242898
checkpoint-135	checkpoint-135	135	1.5	0.6501269831245516	0.8839137612994473
checkpoint-180	checkpoint-180	180	2.0	0.6347531911182485	0.909543962774579
checkpoint-225	checkpoint-225	225	2.5	0.5640025772537062	0.9229895518662914
checkpoint-270	checkpoint-270	270	3.0	0.6340317781095829	0.9402522814053628
checkpoint-315	checkpoint-315	315	3.5	0.6132096908147621	0.9487040240519365
checkpoint-360	checkpoint-360	360	4.0	0.6265210408055146	0.9522469798811746
checkpoint-405	checkpoint-405	405	4.5	0.5294367783426484	0.9605516970328104
checkpoint-450	checkpoint-450	450	5.0	0.591791707578439	0.96420201733323
final	final	450	5.0	0.591791707578439	0.96420201733323
