label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.6651264042198394	0.8959874232240037	0.39	0.675	0.88	0.66	0.599	-0.0040000000000000036
checkpoint-90	checkpoint-90	90	1.0	0.5929472865909129	0.9162821770674653	0.4025	0.675	0.845	0.695	0.604	0.0010000000000000009
checkpoint-135	checkpoint-135	135	1.5	0.5134335214397735	0.9340410638621373	0.385	0.68	0.85	0.705	0.601	-0.0020000000000000018
checkpoint-180	checkpoint-180	180	2.0	0.45563815598549884	0.9527838739568362	0.39	0.695	0.86	0.705	0.608	0.0050000000000000044
checkpoint-225	checkpoint-225	225	2.5	0.403805509067753	0.9606673809954128	0.395	0.69	0.85	0.71	0.608	0.0050000000000000044
checkpoint-270	checkpoint-270	270	3.0	0.33835743682044483	0.9643121071550496	0.3925	0.685	0.855	0.695	0.604	0.0010000000000000009
checkpoint-315	checkpoint-315	315	3.5	0.2999342404344141	0.9693439650696112	0.385	0.69	0.86	0.68	0.6	-0.0030000000000000027
checkpoint-360	checkpoint-360	360	4.0	0.23911804493603728	0.9746284199564518	0.385	0.675	0.845	0.725	0.603	0.0
checkpoint-405	checkpoint-405	405	4.5	0.2100180713501311	0.979303974134988	0.3925	0.7	0.845	0.715	0.609	0.006000000000000005
checkpoint-450	checkpoint-450	450	5.0	0.19193345152011354	0.9788049480892422	0.3975	0.69	0.84	0.705	0.606	0.0030000000000000027
final	final	450	5.0	0.19193345152011354	0.9788049480892422	0.3975	0.69	0.84	0.705	0.606	0.0030000000000000027
