label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.6330560605308782	0.7404015302126634
checkpoint-90	checkpoint-90	90	1.0	0.5812627340241096	0.7295430877935848
checkpoint-135	checkpoint-135	135	1.5	0.5637589861799658	0.7612755645061807
checkpoint-180	checkpoint-180	180	2.0	0.5485007119776137	0.7787210359774973
checkpoint-225	checkpoint-225	225	2.5	0.506708753791074	0.7919827356209067
checkpoint-270	checkpoint-270	270	3.0	0.42611074522328424	0.7604068231304811
checkpoint-315	checkpoint-315	315	3.5	0.4324125365198654	0.8129249754001245
checkpoint-360	checkpoint-360	360	4.0	0.3873769075662094	0.792555130974614
checkpoint-405	checkpoint-405	405	4.5	0.3500794678286863	0.804218699347924
checkpoint-450	checkpoint-450	450	5.0	0.3402881216271282	0.8176424856345333
final	final	450	5.0	0.3402881216271282	0.8176424856345333
