label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.526466220283518	0.7297104816985533
checkpoint-90	checkpoint-90	90	1.0	0.42807035020477185	0.7328310081789207
checkpoint-135	checkpoint-135	135	1.5	0.3990986378447302	0.8049142375186112
checkpoint-180	checkpoint-180	180	2.0	0.3486630684355589	0.8513224405371523
checkpoint-225	checkpoint-225	225	2.5	0.3424854785136133	0.8878275082549437
checkpoint-270	checkpoint-270	270	3.0	0.28149690223326906	0.8886318452918851
checkpoint-315	checkpoint-315	315	3.5	0.22943392141030208	0.9046106478015026
checkpoint-360	checkpoint-360	360	4.0	0.22848906621918083	0.9223240642723743
checkpoint-405	checkpoint-405	405	4.5	0.20203694264131916	0.929119152329888
checkpoint-450	checkpoint-450	450	5.0	0.18294813615237374	0.9312774148758244
final	final	450	5.0	0.18294813615237374	0.9312774148758244
