label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.7572313092719484	0.8247766646872015
checkpoint-90	checkpoint-90	90	1.0	0.7594538898637544	0.8349014140266625
checkpoint-135	checkpoint-135	135	1.5	0.751070109119779	0.8365742772800426
checkpoint-180	checkpoint-180	180	2.0	0.7575747175521402	0.8408578830050002
checkpoint-225	checkpoint-225	225	2.5	0.7618084406813131	0.8381051354212387
checkpoint-270	checkpoint-270	270	3.0	0.7515794700841592	0.840200141144475
checkpoint-315	checkpoint-315	315	3.5	0.7508153158639439	0.8382497224445533
checkpoint-360	checkpoint-360	360	4.0	0.7507998784049495	0.8373531538044462
checkpoint-405	checkpoint-405	405	4.5	0.7497038188163578	0.8415821090771389
checkpoint-450	checkpoint-450	450	5.0	0.7450949102998424	0.8393732841048944
final	final	450	5.0	0.7450949102998424	0.8393732841048944
