label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.42064315352697096	0.8985	0.375	0.715	0.86	0.695	0.604	-0.0010000000000000009
checkpoint-16	checkpoint-16	16	1.032258064516129	0.23599585062240663	0.9525	0.375	0.7	0.855	0.7	0.601	-0.0040000000000000036
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.15612033195020747	0.9685	0.38	0.69	0.865	0.71	0.605	0.0
checkpoint-32	checkpoint-32	32	2.064516129032258	0.12655601659751037	0.9795	0.37	0.69	0.865	0.695	0.598	-0.007000000000000006
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.1270746887966805	0.982	0.3775	0.695	0.855	0.705	0.602	-0.0030000000000000027
checkpoint-48	checkpoint-48	48	3.096774193548387	0.10632780082987552	0.989	0.3725	0.695	0.87	0.71	0.604	-0.0010000000000000009
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.08713692946058091	0.985	0.3775	0.705	0.87	0.695	0.605	0.0
checkpoint-64	checkpoint-64	64	4.129032258064516	0.09854771784232365	0.991	0.38	0.7	0.865	0.695	0.604	-0.0010000000000000009
checkpoint-72	checkpoint-72	72	4.645161290322581	0.06742738589211618	0.994	0.37	0.7	0.86	0.675	0.595	-0.010000000000000009
checkpoint-75	checkpoint-75	75	4.838709677419355	0.06690871369294606	0.992	0.3725	0.695	0.865	0.665	0.594	-0.01100000000000001
final	final	75	4.838709677419355	0.06690871369294606	0.992	0.3725	0.695	0.865	0.665	0.594	-0.01100000000000001
