label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9222856154910096	0.9781666666666667	0.37	0.72	0.855	0.71	0.605	0.0
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.8290629322268327	0.9283333333333332	0.3675	0.71	0.865	0.705	0.603	-0.0020000000000000018
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.8854253112033195	0.9858333333333332	0.37	0.715	0.86	0.71	0.605	0.0
checkpoint-64	checkpoint-64	64	2.098360655737705	0.8695193637621024	0.9793333333333333	0.3725	0.715	0.86	0.71	0.606	0.0010000000000000009
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.834768326417704	0.993	0.385	0.71	0.86	0.7	0.608	0.0030000000000000027
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.8272130013831259	0.991	0.375	0.72	0.86	0.715	0.609	0.0040000000000000036
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.8020573997233749	0.997	0.37	0.72	0.855	0.735	0.61	0.0050000000000000044
checkpoint-128	checkpoint-128	128	4.19672131147541	0.8066390041493775	0.999	0.3725	0.72	0.86	0.705	0.606	0.0010000000000000009
checkpoint-144	checkpoint-144	144	4.721311475409836	0.8125691562932226	0.999	0.375	0.725	0.855	0.705	0.607	0.0020000000000000018
checkpoint-150	checkpoint-150	150	4.918032786885246	0.7967323651452282	0.999	0.3775	0.72	0.855	0.7	0.606	0.0010000000000000009
final	final	150	4.918032786885246	0.7967323651452282	0.999	0.3775	0.72	0.855	0.7	0.606	0.0010000000000000009
