label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.95798755186722	0.9648333333333332
checkpoint-16	checkpoint-16	16	1.032258064516129	0.956777316735823	0.9678333333333332
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9553941908713693	0.9648333333333332
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9498616874135547	0.9641666666666666
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9387966804979253	0.9715
checkpoint-48	checkpoint-48	48	3.096774193548387	0.9287690179806362	0.9735
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.9138312586445367	0.9641666666666667
checkpoint-64	checkpoint-64	64	4.129032258064516	0.88917704011065	0.9645
checkpoint-72	checkpoint-72	72	4.645161290322581	0.8604080221300139	0.9596666666666668
checkpoint-75	checkpoint-75	75	4.838709677419355	0.8549446749654218	0.9601666666666667
final	final	75	4.838709677419355	0.8549446749654218	0.9601666666666667
