label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.5224384218305719	0.7674701430665645
checkpoint-90	checkpoint-90	90	1.0	0.4640695272077697	0.8285351383760927
checkpoint-135	checkpoint-135	135	1.5	0.3683929680369417	0.8585966165489028
checkpoint-180	checkpoint-180	180	2.0	0.30940272822002585	0.8765459192894579
checkpoint-225	checkpoint-225	225	2.5	0.24322864430540708	0.8934976002570437
checkpoint-270	checkpoint-270	270	3.0	0.2434231412522486	0.908561689028886
checkpoint-315	checkpoint-315	315	3.5	0.18448402548784626	0.9036964361020028
checkpoint-360	checkpoint-360	360	4.0	0.15315634637447764	0.9112273688317426
checkpoint-405	checkpoint-405	405	4.5	0.1488522023690485	0.9158728724335086
checkpoint-450	checkpoint-450	450	5.0	0.15107394342371766	0.9383190037265583
final	final	450	5.0	0.15107394342371766	0.9383190037265583
