label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.926521438450899	0.9696666666666668	0.38	0.715	0.855	0.695	0.605	0.0
checkpoint-16	checkpoint-16	16	1.032258064516129	0.1338865836791148	0.8333333333333334	0.3825	0.71	0.855	0.695	0.605	0.0
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.20681189488243432	0.903	0.38	0.73	0.86	0.685	0.607	0.0020000000000000018
checkpoint-32	checkpoint-32	32	2.064516129032258	0.3835753803596127	0.9591666666666666	0.39	0.725	0.86	0.68	0.609	0.0040000000000000036
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.27119640387275235	0.9465	0.3775	0.725	0.86	0.69	0.606	0.0010000000000000009
checkpoint-48	checkpoint-48	48	3.096774193548387	0.16784232365145227	0.9666666666666668	0.3825	0.72	0.86	0.7	0.609	0.0040000000000000036
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.19298063623789763	0.975	0.3825	0.72	0.86	0.705	0.61	0.0050000000000000044
checkpoint-64	checkpoint-64	64	4.129032258064516	0.13426694329183955	0.9673333333333334	0.375	0.72	0.86	0.705	0.607	0.0020000000000000018
checkpoint-72	checkpoint-72	72	4.645161290322581	0.1322959889349931	0.981	0.385	0.72	0.85	0.69	0.606	0.0010000000000000009
checkpoint-75	checkpoint-75	75	4.838709677419355	0.15082987551867216	0.9833333333333334	0.385	0.72	0.845	0.695	0.606	0.0010000000000000009
final	final	75	4.838709677419355	0.15082987551867216	0.9833333333333334	0.385	0.72	0.845	0.695	0.606	0.0010000000000000009
