label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9459889349930845	0.9555
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9340248962655602	0.9498333333333333
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.8811203319502076	0.9336666666666666
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9013485477178423	0.951
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.8996196403872753	0.9585
checkpoint-48	checkpoint-48	48	3.096774193548387	0.8364107883817427	0.9618333333333333
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.6769017980636237	0.9661666666666667
checkpoint-64	checkpoint-64	64	4.129032258064516	0.5713692946058091	0.9645
checkpoint-72	checkpoint-72	72	4.645161290322581	0.5542531120331949	0.9656666666666668
checkpoint-75	checkpoint-75	75	4.838709677419355	0.5542531120331949	0.9646666666666667
final	final	75	4.838709677419355	0.5542531120331949	0.9646666666666667
