label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.2925311203319502	0.8998333333333334	0.3725	0.715	0.86	0.71	0.606	0.0010000000000000009
checkpoint-16	checkpoint-16	16	1.032258064516129	0.09854771784232365	0.8148333333333334	0.3725	0.71	0.865	0.695	0.603	-0.0020000000000000018
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.10580912863070539	0.9096666666666667	0.3675	0.695	0.865	0.7	0.599	-0.006000000000000005
checkpoint-32	checkpoint-32	32	2.064516129032258	0.09232365145228216	0.9133333333333333	0.365	0.695	0.875	0.69	0.598	-0.007000000000000006
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.09595435684647304	0.9445	0.3625	0.695	0.875	0.695	0.598	-0.007000000000000006
checkpoint-48	checkpoint-48	48	3.096774193548387	0.06950207468879668	0.9465	0.355	0.705	0.87	0.68	0.593	-0.01200000000000001
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.050311203319502076	0.9255	0.3525	0.705	0.87	0.695	0.595	-0.010000000000000009
checkpoint-64	checkpoint-64	64	4.129032258064516	0.05446058091286307	0.9605	0.37	0.71	0.87	0.715	0.607	0.0020000000000000018
checkpoint-72	checkpoint-72	72	4.645161290322581	0.037863070539419084	0.97	0.3525	0.69	0.865	0.705	0.593	-0.01200000000000001
checkpoint-75	checkpoint-75	75	4.838709677419355	0.03008298755186722	0.976	0.365	0.7	0.87	0.695	0.599	-0.006000000000000005
final	final	75	4.838709677419355	0.03008298755186722	0.976	0.365	0.7	0.87	0.695	0.599	-0.006000000000000005
