label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.7565635013359916	0.8322805590698235	0.395	0.725	0.86	0.655	0.606	0.0030000000000000027
checkpoint-90	checkpoint-90	90	1.0	0.7524619614494571	0.838463805909134	0.395	0.73	0.86	0.645	0.605	0.0020000000000000018
checkpoint-135	checkpoint-135	135	1.5	0.7495051367142371	0.839050975532089	0.405	0.725	0.855	0.65	0.608	0.0050000000000000044
checkpoint-180	checkpoint-180	180	2.0	0.7504805911544362	0.8464309381804412	0.3925	0.71	0.865	0.645	0.601	-0.0020000000000000018
checkpoint-225	checkpoint-225	225	2.5	0.7608260318663236	0.8544839189968415	0.4	0.725	0.865	0.66	0.61	0.007000000000000006
checkpoint-270	checkpoint-270	270	3.0	0.7479078358637233	0.8627955212448255	0.395	0.715	0.865	0.66	0.606	0.0030000000000000027
checkpoint-315	checkpoint-315	315	3.5	0.739738187211268	0.8623527234859242	0.395	0.705	0.86	0.655	0.602	-0.0010000000000000009
checkpoint-360	checkpoint-360	360	4.0	0.7421353288755165	0.868378473746267	0.39	0.71	0.865	0.645	0.6	-0.0030000000000000027
checkpoint-405	checkpoint-405	405	4.5	0.7437575025800103	0.8767374110316457	0.3925	0.705	0.865	0.64	0.599	-0.0040000000000000036
checkpoint-450	checkpoint-450	450	5.0	0.751930534441823	0.87994306885957	0.3925	0.705	0.865	0.645	0.6	-0.0030000000000000027
final	final	450	5.0	0.751930534441823	0.87994306885957	0.3925	0.705	0.865	0.645	0.6	-0.0030000000000000027
