label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9624135546334717	0.9635
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9583333333333334	0.9648333333333332
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9652489626556017	0.963
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9635200553250346	0.962
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9630013831258645	0.961
checkpoint-48	checkpoint-48	48	3.096774193548387	0.956777316735823	0.963
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.9498616874135547	0.96
checkpoint-64	checkpoint-64	64	4.129032258064516	0.941908713692946	0.967
checkpoint-72	checkpoint-72	72	4.645161290322581	0.9315352697095436	0.9666666666666668
checkpoint-75	checkpoint-75	75	4.838709677419355	0.9254840940525587	0.9666666666666668
final	final	75	4.838709677419355	0.9254840940525587	0.9666666666666668
