label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9107883817427386	0.9595
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9061203319502075	0.9555
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9030082987551867	0.9471666666666666
checkpoint-32	checkpoint-32	32	2.064516129032258	0.883298755186722	0.9368333333333333
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.858402489626556	0.9316666666666666
checkpoint-48	checkpoint-48	48	3.096774193548387	0.7857883817427386	0.9276666666666666
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.5316390041493776	0.928
checkpoint-64	checkpoint-64	64	4.129032258064516	0.2857883817427386	0.9285
checkpoint-72	checkpoint-72	72	4.645161290322581	0.2769709543568465	0.9446666666666667
checkpoint-75	checkpoint-75	75	4.838709677419355	0.27385892116182575	0.95
final	final	75	4.838709677419355	0.27385892116182575	0.95
