label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.7040746997589651	0.771128209100376
checkpoint-90	checkpoint-90	90	1.0	0.7252459593202907	0.8000881435772091
checkpoint-135	checkpoint-135	135	1.5	0.7160058131055004	0.8033774983576176
checkpoint-180	checkpoint-180	180	2.0	0.7152594395300196	0.8288855610923206
checkpoint-225	checkpoint-225	225	2.5	0.6969849965942359	0.8355807435330298
checkpoint-270	checkpoint-270	270	3.0	0.6721260012420137	0.8426630692038246
checkpoint-315	checkpoint-315	315	3.5	0.6860302774682768	0.8584541811181972
checkpoint-360	checkpoint-360	360	4.0	0.6756015722149796	0.8670142205927495
checkpoint-405	checkpoint-405	405	4.5	0.6876989515058289	0.8789730591917471
checkpoint-450	checkpoint-450	450	5.0	0.6533621206858442	0.8715621136098274
final	final	450	5.0	0.6533621206858442	0.8715621136098274
