label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9247579529737207	0.9535
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.9169605809128631	0.9431666666666666
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.8651798063623789	0.9276666666666666
checkpoint-64	checkpoint-64	64	2.098360655737705	0.70966459197787	0.935
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.5895055325034578	0.9423333333333334
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.5735995850622407	0.9508333333333334
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.5110131396957123	0.9576666666666668
checkpoint-128	checkpoint-128	128	4.19672131147541	0.47154218533886577	0.9696666666666668
checkpoint-144	checkpoint-144	144	4.721311475409836	0.40636237897648686	0.972
checkpoint-150	checkpoint-150	150	4.918032786885246	0.3946922544951591	0.9655
final	final	150	4.918032786885246	0.3946922544951591	0.9655
