label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.6651264042198394	0.8959874232240037
checkpoint-90	checkpoint-90	90	1.0	0.5929472865909129	0.9162821770674653
checkpoint-135	checkpoint-135	135	1.5	0.5134335214397735	0.9340410638621373
checkpoint-180	checkpoint-180	180	2.0	0.45563815598549884	0.9527838739568362
checkpoint-225	checkpoint-225	225	2.5	0.403805509067753	0.9606673809954128
checkpoint-270	checkpoint-270	270	3.0	0.33835743682044483	0.9643121071550496
checkpoint-315	checkpoint-315	315	3.5	0.2999342404344141	0.9693439650696112
checkpoint-360	checkpoint-360	360	4.0	0.23911804493603728	0.9746284199564518
checkpoint-405	checkpoint-405	405	4.5	0.2100180713501311	0.979303974134988
checkpoint-450	checkpoint-450	450	5.0	0.19193345152011354	0.9788049480892422
final	final	450	5.0	0.19193345152011354	0.9788049480892422
