label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.7479253112033195	0.9458333333333334	0.37	0.705	0.865	0.695	0.601	-0.0040000000000000036
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.6999308437067774	0.9688333333333333	0.3725	0.705	0.86	0.675	0.597	-0.008000000000000007
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.6033195020746887	0.9756666666666668	0.3725	0.7	0.855	0.695	0.599	-0.006000000000000005
checkpoint-64	checkpoint-64	64	2.098360655737705	0.41410788381742736	0.9786666666666668	0.3725	0.69	0.86	0.69	0.597	-0.008000000000000007
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.42795643153526974	0.992	0.3725	0.69	0.86	0.685	0.596	-0.009000000000000008
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.4125172890733057	0.992	0.3675	0.695	0.86	0.685	0.595	-0.010000000000000009
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.4163727524204703	0.998	0.3725	0.685	0.86	0.67	0.592	-0.013000000000000012
checkpoint-128	checkpoint-128	128	4.19672131147541	0.3650242047026279	0.998	0.3725	0.705	0.855	0.695	0.6	-0.0050000000000000044
checkpoint-144	checkpoint-144	144	4.721311475409836	0.2969917012448133	0.997	0.375	0.695	0.845	0.695	0.597	-0.008000000000000007
checkpoint-150	checkpoint-150	150	4.918032786885246	0.2730982019363762	0.997	0.3775	0.695	0.85	0.7	0.6	-0.0050000000000000044
final	final	150	4.918032786885246	0.2730982019363762	0.997	0.3775	0.695	0.85	0.7	0.6	-0.0050000000000000044
