label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.7248002778742618	0.7997776687637521	0.3925	0.72	0.855	0.65	0.602	-0.0010000000000000009
checkpoint-90	checkpoint-90	90	1.0	0.7074237387019603	0.8127769458286358	0.3975	0.71	0.86	0.645	0.602	-0.0010000000000000009
checkpoint-135	checkpoint-135	135	1.5	0.6931849758438852	0.8497801072353758	0.4	0.695	0.86	0.66	0.603	0.0
checkpoint-180	checkpoint-180	180	2.0	0.6811112790185385	0.8691114496283481	0.405	0.69	0.86	0.645	0.601	-0.0020000000000000018
checkpoint-225	checkpoint-225	225	2.5	0.6821796589424238	0.886216323989684	0.4025	0.68	0.86	0.645	0.598	-0.0050000000000000044
checkpoint-270	checkpoint-270	270	3.0	0.6388292817521717	0.8880812527432805	0.4075	0.68	0.86	0.65	0.601	-0.0020000000000000018
checkpoint-315	checkpoint-315	315	3.5	0.6492216738916982	0.9082812647921992	0.41	0.68	0.87	0.64	0.602	-0.0010000000000000009
checkpoint-360	checkpoint-360	360	4.0	0.5953650407714319	0.9061230022462629	0.4075	0.68	0.865	0.665	0.605	0.0020000000000000018
checkpoint-405	checkpoint-405	405	4.5	0.5677798177277162	0.911752142269041	0.4075	0.675	0.865	0.665	0.604	0.0010000000000000009
checkpoint-450	checkpoint-450	450	5.0	0.5749917299326816	0.9162559276376373	0.4	0.675	0.875	0.66	0.602	-0.0010000000000000009
final	final	450	5.0	0.5749917299326816	0.9162559276376373	0.4	0.675	0.875	0.66	0.602	-0.0010000000000000009
