label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9228215767634854	0.9635	0.3825	0.72	0.86	0.695	0.608	0.0030000000000000027
checkpoint-16	checkpoint-16	16	1.032258064516129	0.29747579529737206	0.905	0.39	0.71	0.86	0.72	0.614	0.009000000000000008
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.07261410788381743	0.9051666666666667	0.3775	0.69	0.85	0.705	0.6	-0.0050000000000000044
checkpoint-32	checkpoint-32	32	2.064516129032258	0.055152143845089895	0.913	0.3775	0.68	0.845	0.685	0.593	-0.01200000000000001
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.06673582295988935	0.9385	0.375	0.665	0.85	0.69	0.591	-0.014000000000000012
checkpoint-48	checkpoint-48	48	3.096774193548387	0.04394882434301521	0.929	0.375	0.67	0.84	0.695	0.591	-0.014000000000000012
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.040663900414937754	0.9293333333333332	0.375	0.67	0.84	0.695	0.591	-0.014000000000000012
checkpoint-64	checkpoint-64	64	4.129032258064516	0.0394536652835408	0.933	0.3775	0.675	0.845	0.695	0.594	-0.01100000000000001
checkpoint-72	checkpoint-72	72	4.645161290322581	0.03962655601659751	0.944	0.3775	0.675	0.835	0.695	0.592	-0.013000000000000012
checkpoint-75	checkpoint-75	75	4.838709677419355	0.03962655601659751	0.944	0.375	0.675	0.83	0.685	0.588	-0.017000000000000015
final	final	75	4.838709677419355	0.03962655601659751	0.944	0.375	0.675	0.83	0.685	0.588	-0.017000000000000015
