label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9320193637621024	0.9575	0.3775	0.705	0.855	0.71	0.605	0.0
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.9193118948824344	0.9545	0.3775	0.71	0.86	0.71	0.607	0.0020000000000000018
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.9009854771784231	0.9425	0.3725	0.71	0.86	0.7	0.603	-0.0020000000000000018
checkpoint-64	checkpoint-64	64	2.098360655737705	0.8913035961272476	0.9485	0.37	0.705	0.86	0.7	0.601	-0.0040000000000000036
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.8684820193637621	0.947	0.38	0.705	0.86	0.69	0.603	-0.0020000000000000018
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.850847164591978	0.954	0.3725	0.705	0.86	0.705	0.603	-0.0020000000000000018
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.8439315352697095	0.956	0.38	0.705	0.86	0.695	0.604	-0.0010000000000000009
checkpoint-128	checkpoint-128	128	4.19672131147541	0.8255186721991701	0.951	0.38	0.715	0.855	0.695	0.605	0.0
checkpoint-144	checkpoint-144	144	4.721311475409836	0.8047717842323651	0.953	0.37	0.705	0.86	0.69	0.599	-0.006000000000000005
checkpoint-150	checkpoint-150	150	4.918032786885246	0.7955221300138312	0.956	0.37	0.705	0.855	0.7	0.6	-0.0050000000000000044
final	final	150	4.918032786885246	0.7955221300138312	0.956	0.37	0.705	0.855	0.7	0.6	-0.0050000000000000044
