label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.4913900414937759	0.9275
checkpoint-16	checkpoint-16	16	1.032258064516129	0.3714038727524204	0.9033333333333333
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.43630705394190866	0.9433333333333334
checkpoint-32	checkpoint-32	32	2.064516129032258	0.4169778699861687	0.9448333333333333
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.37219917012448134	0.9533333333333334
checkpoint-48	checkpoint-48	48	3.096774193548387	0.37579529737206085	0.9703333333333333
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.35392461964038724	0.9636666666666667
checkpoint-64	checkpoint-64	64	4.129032258064516	0.3833679114799446	0.9823333333333334
checkpoint-72	checkpoint-72	72	4.645161290322581	0.3589903181189488	0.9816666666666667
checkpoint-75	checkpoint-75	75	4.838709677419355	0.3630359612724758	0.9826666666666667
final	final	75	4.838709677419355	0.3630359612724758	0.9826666666666667
