label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.6660096818810511	0.9196666666666667	0.3725	0.705	0.865	0.7	0.603	-0.0020000000000000018
checkpoint-16	checkpoint-16	16	1.032258064516129	0.44125172890733055	0.9136666666666667	0.37	0.705	0.855	0.705	0.601	-0.0040000000000000036
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.5831258644536652	0.9658333333333333	0.3775	0.71	0.865	0.705	0.607	0.0020000000000000018
checkpoint-32	checkpoint-32	32	2.064516129032258	0.665491009681881	0.977	0.375	0.705	0.86	0.695	0.602	-0.0030000000000000027
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.5130013831258645	0.976	0.3725	0.69	0.85	0.7	0.597	-0.008000000000000007
checkpoint-48	checkpoint-48	48	3.096774193548387	0.5691908713692947	0.9925	0.37	0.695	0.855	0.7	0.598	-0.007000000000000006
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.520954356846473	0.9793333333333333	0.37	0.7	0.855	0.69	0.597	-0.008000000000000007
checkpoint-64	checkpoint-64	64	4.129032258064516	0.48775933609958505	0.9926666666666667	0.365	0.7	0.86	0.685	0.595	-0.010000000000000009
checkpoint-72	checkpoint-72	72	4.645161290322581	0.5867219917012447	0.995	0.375	0.705	0.86	0.69	0.601	-0.0040000000000000036
checkpoint-75	checkpoint-75	75	4.838709677419355	0.5654564315352696	0.995	0.365	0.705	0.87	0.695	0.6	-0.0050000000000000044
final	final	75	4.838709677419355	0.5654564315352696	0.995	0.365	0.705	0.87	0.695	0.6	-0.0050000000000000044
