label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.8078145870955873	0.8668469701272882
checkpoint-90	checkpoint-90	90	1.0	0.8036803804431453	0.865174106873908
checkpoint-135	checkpoint-135	135	1.5	0.7967084380248675	0.8733432019714327
checkpoint-180	checkpoint-180	180	2.0	0.8361409460054823	0.8915193542927141
checkpoint-225	checkpoint-225	225	2.5	0.8424649662405826	0.8837317365647386
checkpoint-270	checkpoint-270	270	3.0	0.8474082360848599	0.8831552531850743
checkpoint-315	checkpoint-315	315	3.5	0.836429746780563	0.8688092225865586
checkpoint-360	checkpoint-360	360	4.0	0.8450806632293258	0.8681055083639577
checkpoint-405	checkpoint-405	405	4.5	0.8467226475041688	0.8718171490537296
checkpoint-450	checkpoint-450	450	5.0	0.8464629673903729	0.8652156326112589
final	final	450	5.0	0.8464629673903729	0.8652156326112589
