label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.6901502370502023	0.7922048516978933	0.4025	0.72	0.855	0.655	0.607	0.0040000000000000036
checkpoint-90	checkpoint-90	90	1.0	0.6260117675539698	0.8423166627937999	0.41	0.72	0.865	0.65	0.611	0.008000000000000007
checkpoint-135	checkpoint-135	135	1.5	0.5379741192002394	0.8625505265664312	0.3975	0.71	0.865	0.66	0.606	0.0030000000000000027
checkpoint-180	checkpoint-180	180	2.0	0.524840011788605	0.8587242059906075	0.4025	0.705	0.865	0.635	0.602	-0.0010000000000000009
checkpoint-225	checkpoint-225	225	2.5	0.4999578602478915	0.8852529842589485	0.4	0.705	0.87	0.64	0.603	0.0
checkpoint-270	checkpoint-270	270	3.0	0.4400016640377876	0.8888581211145822	0.4	0.705	0.865	0.65	0.604	0.0010000000000000009
checkpoint-315	checkpoint-315	315	3.5	0.3880116352328926	0.874520338287734	0.3875	0.705	0.865	0.66	0.601	-0.0020000000000000018
checkpoint-360	checkpoint-360	360	4.0	0.3898175172054992	0.8968026616634966	0.395	0.705	0.85	0.645	0.598	-0.0050000000000000044
checkpoint-405	checkpoint-405	405	4.5	0.3331585717744106	0.8847215408845627	0.39	0.705	0.845	0.64	0.594	-0.009000000000000008
checkpoint-450	checkpoint-450	450	5.0	0.3527975006352915	0.8942605549961414	0.39	0.71	0.845	0.635	0.594	-0.009000000000000008
final	final	450	5.0	0.3527975006352915	0.8942605549961414	0.39	0.71	0.845	0.635	0.594	-0.009000000000000008
