label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.6901502370502023	0.7922048516978933
checkpoint-90	checkpoint-90	90	1.0	0.6260117675539698	0.8423166627937999
checkpoint-135	checkpoint-135	135	1.5	0.5379741192002394	0.8625505265664312
checkpoint-180	checkpoint-180	180	2.0	0.524840011788605	0.8587242059906075
checkpoint-225	checkpoint-225	225	2.5	0.4999578602478915	0.8852529842589485
checkpoint-270	checkpoint-270	270	3.0	0.4400016640377876	0.8888581211145822
checkpoint-315	checkpoint-315	315	3.5	0.3880116352328926	0.874520338287734
checkpoint-360	checkpoint-360	360	4.0	0.3898175172054992	0.8968026616634966
checkpoint-405	checkpoint-405	405	4.5	0.3331585717744106	0.8847215408845627
checkpoint-450	checkpoint-450	450	5.0	0.3527975006352915	0.8942605549961414
final	final	450	5.0	0.3527975006352915	0.8942605549961414
