label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.7004689504081655	0.7701382613410447
checkpoint-90	checkpoint-90	90	1.0	0.7134420922368125	0.7959096790110706
checkpoint-135	checkpoint-135	135	1.5	0.7025725172130174	0.7991206441007633
checkpoint-180	checkpoint-180	180	2.0	0.6993037731054403	0.8233318702503594
checkpoint-225	checkpoint-225	225	2.5	0.6703194050363206	0.8295362026972365
checkpoint-270	checkpoint-270	270	3.0	0.639136840543579	0.8339617418146243
checkpoint-315	checkpoint-315	315	3.5	0.6497500560109105	0.8492691039907739
checkpoint-360	checkpoint-360	360	4.0	0.6309679061242104	0.860236632155121
checkpoint-405	checkpoint-405	405	4.5	0.6459809728305733	0.8717983584782789
checkpoint-450	checkpoint-450	450	5.0	0.6071587958180524	0.862199386652667
final	final	450	5.0	0.6071587958180524	0.862199386652667
