label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.7373734241136116	0.837369721067534	0.3925	0.725	0.865	0.64	0.603	0.0
checkpoint-90	checkpoint-90	90	1.0	0.7344795270724412	0.8789460208446291	0.395	0.7	0.865	0.645	0.6	-0.0030000000000000027
checkpoint-135	checkpoint-135	135	1.5	0.7084462448130388	0.886227870870018	0.39	0.705	0.865	0.635	0.597	-0.006000000000000005
checkpoint-180	checkpoint-180	180	2.0	0.6849654687098244	0.8947582183665682	0.4025	0.69	0.86	0.62	0.595	-0.008000000000000007
checkpoint-225	checkpoint-225	225	2.5	0.6579372346999995	0.9123937471849997	0.4	0.695	0.87	0.615	0.596	-0.007000000000000006
checkpoint-270	checkpoint-270	270	3.0	0.6709322044942052	0.9240923865178339	0.3925	0.715	0.87	0.62	0.598	-0.0050000000000000044
checkpoint-315	checkpoint-315	315	3.5	0.6314702625921799	0.9229438663832301	0.395	0.715	0.875	0.64	0.604	0.0010000000000000009
checkpoint-360	checkpoint-360	360	4.0	0.6362295484994339	0.935812470057003	0.39	0.705	0.875	0.645	0.601	-0.0020000000000000018
checkpoint-405	checkpoint-405	405	4.5	0.6522894678938445	0.9489710366946946	0.38	0.705	0.87	0.635	0.594	-0.009000000000000008
checkpoint-450	checkpoint-450	450	5.0	0.6180566269051854	0.9504380642551618	0.3875	0.715	0.87	0.64	0.6	-0.0030000000000000027
final	final	450	5.0	0.6180566269051854	0.9504380642551618	0.3875	0.715	0.87	0.64	0.6	-0.0030000000000000027
