label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9144190871369294	0.9635	0.38	0.715	0.855	0.705	0.607	0.0020000000000000018
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9118257261410788	0.9555	0.38	0.715	0.855	0.71	0.608	0.0030000000000000027
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9097510373443983	0.9516666666666667	0.38	0.71	0.855	0.7	0.605	0.0
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9180497925311203	0.9556666666666667	0.37	0.71	0.85	0.705	0.601	-0.0040000000000000036
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9258298755186722	0.962	0.3825	0.71	0.85	0.705	0.606	0.0010000000000000009
checkpoint-48	checkpoint-48	48	3.096774193548387	0.9356846473029046	0.962	0.38	0.71	0.85	0.71	0.606	0.0010000000000000009
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.9429460580912863	0.9663333333333333	0.3875	0.715	0.85	0.7	0.608	0.0030000000000000027
checkpoint-64	checkpoint-64	64	4.129032258064516	0.9367219917012448	0.9776666666666668	0.375	0.715	0.85	0.7	0.603	-0.0020000000000000018
checkpoint-72	checkpoint-72	72	4.645161290322581	0.9413900414937759	0.9733333333333333	0.3775	0.715	0.85	0.7	0.604	-0.0010000000000000009
checkpoint-75	checkpoint-75	75	4.838709677419355	0.9356846473029046	0.9705	0.3725	0.72	0.85	0.705	0.604	-0.0010000000000000009
final	final	75	4.838709677419355	0.9356846473029046	0.9705	0.3725	0.72	0.85	0.705	0.604	-0.0010000000000000009
