label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.526466220283518	0.7297104816985533	0.3975	0.705	0.86	0.63	0.598	-0.0050000000000000044
checkpoint-90	checkpoint-90	90	1.0	0.42807035020477185	0.7328310081789207	0.3825	0.71	0.855	0.635	0.593	-0.010000000000000009
checkpoint-135	checkpoint-135	135	1.5	0.3990986378447302	0.8049142375186112	0.3875	0.71	0.86	0.66	0.601	-0.0020000000000000018
checkpoint-180	checkpoint-180	180	2.0	0.3486630684355589	0.8513224405371523	0.3775	0.705	0.855	0.635	0.59	-0.013000000000000012
checkpoint-225	checkpoint-225	225	2.5	0.3424854785136133	0.8878275082549437	0.3825	0.71	0.85	0.63	0.591	-0.01200000000000001
checkpoint-270	checkpoint-270	270	3.0	0.28149690223326906	0.8886318452918851	0.3875	0.705	0.845	0.64	0.593	-0.010000000000000009
checkpoint-315	checkpoint-315	315	3.5	0.22943392141030208	0.9046106478015026	0.3725	0.71	0.86	0.64	0.591	-0.01200000000000001
checkpoint-360	checkpoint-360	360	4.0	0.22848906621918083	0.9223240642723743	0.375	0.71	0.84	0.62	0.584	-0.019000000000000017
checkpoint-405	checkpoint-405	405	4.5	0.20203694264131916	0.929119152329888	0.365	0.725	0.835	0.64	0.586	-0.017000000000000015
checkpoint-450	checkpoint-450	450	5.0	0.18294813615237374	0.9312774148758244	0.375	0.72	0.85	0.62	0.588	-0.015000000000000013
final	final	450	5.0	0.18294813615237374	0.9312774148758244	0.375	0.72	0.85	0.62	0.588	-0.015000000000000013
