label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9552213001383126	0.9648333333333332	0.3725	0.71	0.855	0.7	0.602	-0.0030000000000000027
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9671507607192255	0.9625	0.375	0.715	0.85	0.71	0.605	0.0
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9647302904564315	0.967	0.3825	0.71	0.855	0.7	0.606	0.0010000000000000009
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9505532503457814	0.961	0.38	0.71	0.855	0.71	0.607	0.0020000000000000018
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9381051175656984	0.9656666666666668	0.38	0.715	0.86	0.705	0.608	0.0030000000000000027
checkpoint-48	checkpoint-48	48	3.096774193548387	0.9154564315352697	0.9626666666666668	0.3725	0.72	0.855	0.705	0.605	0.0
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.8934993084370677	0.9601666666666667	0.3725	0.715	0.855	0.71	0.605	0.0
checkpoint-64	checkpoint-64	64	4.129032258064516	0.8630013831258644	0.9511666666666667	0.38	0.715	0.855	0.72	0.61	0.0050000000000000044
checkpoint-72	checkpoint-72	72	4.645161290322581	0.8339557399723375	0.9471666666666667	0.3825	0.72	0.855	0.705	0.609	0.0040000000000000036
checkpoint-75	checkpoint-75	75	4.838709677419355	0.8187413554633471	0.9481666666666667	0.3775	0.715	0.855	0.715	0.608	0.0030000000000000027
final	final	75	4.838709677419355	0.8187413554633471	0.9481666666666667	0.3775	0.715	0.855	0.715	0.608	0.0030000000000000027
