label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9565352697095436	0.9575
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9433955739972338	0.9525
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.9368257261410788	0.9478333333333333
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9279737206085753	0.9498333333333333
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9179460580912863	0.939
checkpoint-48	checkpoint-48	48	3.096774193548387	0.8920124481327801	0.9343333333333333
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.879045643153527	0.9373333333333334
checkpoint-64	checkpoint-64	64	4.129032258064516	0.855255878284924	0.9443333333333334
checkpoint-72	checkpoint-72	72	4.645161290322581	0.817911479944675	0.9453333333333334
checkpoint-75	checkpoint-75	75	4.838709677419355	0.7633471645919778	0.9491666666666667
final	final	75	4.838709677419355	0.7633471645919778	0.9491666666666667
