label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.6624149248150638	0.7476130231597428
checkpoint-90	checkpoint-90	90	1.0	0.6178276964053275	0.7220962106150973
checkpoint-135	checkpoint-135	135	1.5	0.5976608114590052	0.7301476853166714
checkpoint-180	checkpoint-180	180	2.0	0.5929499931583988	0.7529403664592531
checkpoint-225	checkpoint-225	225	2.5	0.5647931580981251	0.750164955433345
checkpoint-270	checkpoint-270	270	3.0	0.5189534154626201	0.7337412752919711
checkpoint-315	checkpoint-315	315	3.5	0.5459229319944846	0.7730188852455254
checkpoint-360	checkpoint-360	360	4.0	0.5009435394985933	0.7640394286517546
checkpoint-405	checkpoint-405	405	4.5	0.5166963637265827	0.7897673124313284
checkpoint-450	checkpoint-450	450	5.0	0.4890670461875741	0.7806703788811145
final	final	450	5.0	0.4890670461875741	0.7806703788811145
