label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.8335753803596126	0.9281666666666667
checkpoint-16	checkpoint-16	16	1.032258064516129	0.6313623789764868	0.9625
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.5943637621023513	0.9591666666666667
checkpoint-32	checkpoint-32	32	2.064516129032258	0.6190871369294605	0.9731666666666667
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.6030082987551868	0.9806666666666668
checkpoint-48	checkpoint-48	48	3.096774193548387	0.6167358229598893	0.992
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.5622060857538036	0.991
checkpoint-64	checkpoint-64	64	4.129032258064516	0.5479080221300138	0.9916666666666667
checkpoint-72	checkpoint-72	72	4.645161290322581	0.5053077455048409	0.9923333333333333
checkpoint-75	checkpoint-75	75	4.838709677419355	0.48326417704011065	0.9913333333333333
final	final	75	4.838709677419355	0.48326417704011065	0.9913333333333333
